<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.26	17:00:00	1.18056	1.18173	1.18023	1.18120	2231	0	0
2021.07.26	17:30:00	1.18119	1.18169	1.18066	1.18078	2200	0	0
2021.07.26	18:00:00	1.18079	1.18149	1.18066	1.18092	1701	0	0
2021.07.26	18:30:00	1.18092	1.18121	1.18082	1.18103	1126	0	0
2021.07.26	19:00:00	1.18098	1.18119	1.18068	1.18081	999	0	0
2021.07.26	19:30:00	1.18081	1.18133	1.18080	1.18124	705	0	0
2021.07.26	20:00:00	1.18124	1.18134	1.18104	1.18118	799	0	0
2021.07.26	20:30:00	1.18118	1.18125	1.18103	1.18107	613	0	0
2021.07.26	21:00:00	1.18107	1.18119	1.18054	1.18060	570	0	0
2021.07.26	21:30:00	1.18059	1.18070	1.18002	1.18002	697	0	0
2021.07.26	22:00:00	1.18002	1.18038	1.17998	1.17999	711	0	0
2021.07.26	22:30:00	1.18000	1.18053	1.17993	1.18053	685	0	0
2021.07.26	23:00:00	1.18054	1.18072	1.18040	1.18044	707	0	0
2021.07.26	23:30:00	1.18045	1.18057	1.18021	1.18029	533	0	0
2021.07.27	00:00:00	1.18030	1.18037	1.18016	1.18029	230	0	6
2021.07.27	00:30:00	1.18030	1.18059	1.18023	1.18027	525	0	4
2021.07.27	01:00:00	1.18026	1.18030	1.18005	1.18014	608	0	0
2021.07.27	01:30:00	1.18013	1.18018	1.17991	1.18005	401	0	0
2021.07.27	02:00:00	1.18004	1.18050	1.17999	1.18019	600	0	0
2021.07.27	02:30:00	1.18018	1.18068	1.18015	1.18048	311	0	0
2021.07.27	03:00:00	1.18048	1.18122	1.18035	1.18114	680	0	0
2021.07.27	03:30:00	1.18114	1.18114	1.18060	1.18085	1087	0	0
2021.07.27	04:00:00	1.18086	1.18090	1.18053	1.18067	1601	0	0
2021.07.27	04:30:00	1.18066	1.18072	1.18022	1.18032	1672	0	0
2021.07.27	05:00:00	1.18032	1.18060	1.18017	1.18018	1470	0	0
2021.07.27	05:30:00	1.18018	1.18063	1.18018	1.18059	1268	0	0
2021.07.27	06:00:00	1.18060	1.18060	1.18008	1.18031	964	0	0
2021.07.27	06:30:00	1.18031	1.18064	1.18027	1.18055	1307	0	0
2021.07.27	07:00:00	1.18055	1.18065	1.18030	1.18039	725	0	0
2021.07.27	07:30:00	1.18043	1.18043	1.18012	1.18022	660	0	0
2021.07.27	08:00:00	1.18022	1.18024	1.17995	1.18017	992	0	0
2021.07.27	08:30:00	1.18018	1.18024	1.17988	1.18009	1047	0	0
2021.07.27	09:00:00	1.18010	1.18011	1.17934	1.17947	1627	0	0
2021.07.27	09:30:00	1.17946	1.17948	1.17881	1.17882	1206	0	0
2021.07.27	10:00:00	1.17882	1.17883	1.17753	1.17789	3160	0	0
2021.07.27	10:30:00	1.17791	1.17834	1.17751	1.17829	2541	0	0
2021.07.27	11:00:00	1.17829	1.17832	1.17701	1.17738	2044	0	0
2021.07.27	11:30:00	1.17739	1.17800	1.17726	1.17779	1275	0	0
2021.07.27	12:00:00	1.17776	1.17846	1.17746	1.17841	1283	0	0
2021.07.27	12:30:00	1.17841	1.17855	1.17771	1.17820	1222	0	0
2021.07.27	13:00:00	1.17820	1.17866	1.17765	1.17856	1219	0	0
2021.07.27	13:30:00	1.17856	1.17898	1.17842	1.17887	1044	0	0
2021.07.27	14:00:00	1.17887	1.17925	1.17858	1.17899	1314	0	0
2021.07.27	14:30:00	1.17898	1.17999	1.17887	1.17986	1271	0	0
2021.07.27	15:00:00	1.17985	1.18147	1.17985	1.18117	1841	0	0
2021.07.27	15:30:00	1.18117	1.18195	1.18114	1.18186	1712	0	0
2021.07.27	16:00:00	1.18186	1.18262	1.18149	1.18222	1973	0	0
2021.07.27	16:30:00	1.18224	1.18229	1.18008	1.18130	3220	0	0
2021.07.27	17:00:00	1.18130	1.18177	1.18062	1.18080	2713	0	0
2021.07.27	17:30:00	1.18078	1.18277	1.18066	1.18250	2869	0	0
2021.07.27	18:00:00	1.18250	1.18369	1.18237	1.18352	2635	0	0
2021.07.27	18:30:00	1.18352	1.18356	1.18254	1.18300	2107	0	0
2021.07.27	19:00:00	1.18303	1.18346	1.18272	1.18296	1854	0	0
2021.07.27	19:30:00	1.18297	1.18364	1.18297	1.18362	1384	0	0
2021.07.27	20:00:00	1.18361	1.18376	1.18344	1.18366	1278	0	0
2021.07.27	20:30:00	1.18366	1.18411	1.18336	1.18341	812	0	0
2021.07.27	21:00:00	1.18341	1.18352	1.18303	1.18313	947	0	0
2021.07.27	21:30:00	1.18314	1.18315	1.18228	1.18229	832	0	0
2021.07.27	22:00:00	1.18228	1.18229	1.18195	1.18216	646	0	0
2021.07.27	22:30:00	1.18217	1.18233	1.18190	1.18217	861	0	0
2021.07.27	23:00:00	1.18216	1.18228	1.18188	1.18200	822	0	0
2021.07.27	23:30:00	1.18201	1.18203	1.18153	1.18165	561	0	0
2021.07.28	00:00:00	1.18159	1.18195	1.18145	1.18163	189	0	14
2021.07.28	00:30:00	1.18163	1.18182	1.18152	1.18175	267	0	7
2021.07.28	01:00:00	1.18176	1.18196	1.18165	1.18189	299	0	0
2021.07.28	01:30:00	1.18185	1.18185	1.18136	1.18169	365	0	0
2021.07.28	02:00:00	1.18169	1.18190	1.18158	1.18186	262	0	0
2021.07.28	02:30:00	1.18190	1.18214	1.18189	1.18204	285	0	0
2021.07.28	03:00:00	1.18211	1.18239	1.18194	1.18200	842	0	0
2021.07.28	03:30:00	1.18199	1.18210	1.18126	1.18141	687	0	0
2021.07.28	04:00:00	1.18140	1.18216	1.18140	1.18212	918	0	0
2021.07.28	04:30:00	1.18210	1.18235	1.18190	1.18222	1224	0	0
2021.07.28	05:00:00	1.18221	1.18235	1.18179	1.18223	938	0	0
2021.07.28	05:30:00	1.18224	1.18250	1.18212	1.18250	456	0	0
2021.07.28	06:00:00	1.18250	1.18275	1.18240	1.18254	635	0	0
2021.07.28	06:30:00	1.18254	1.18257	1.18212	1.18215	473	0	0
2021.07.28	07:00:00	1.18215	1.18228	1.18201	1.18204	254	0	0
2021.07.28	07:30:00	1.18202	1.18233	1.18196	1.18196	512	0	0
2021.07.28	08:00:00	1.18196	1.18198	1.18146	1.18171	570	0	0
2021.07.28	08:30:00	1.18171	1.18188	1.18153	1.18180	732	0	0
2021.07.28	09:00:00	1.18181	1.18200	1.18143	1.18156	1114	0	0
2021.07.28	09:30:00	1.18151	1.18151	1.18034	1.18039	1150	0	0
2021.07.28	10:00:00	1.18039	1.18124	1.18036	1.18118	1524	0	0
2021.07.28	10:30:00	1.18118	1.18124	1.18045	1.18071	1269	0	0
2021.07.28	11:00:00	1.18072	1.18087	1.18033	1.18061	1126	0	0
2021.07.28	11:30:00	1.18061	1.18302	1.18023	1.18288	1903	0	0
2021.07.28	12:00:00	1.18289	1.18289	1.18210	1.18223	1268	0	0
2021.07.28	12:30:00	1.18222	1.18222	1.18140	1.18154	1071	0	0
2021.07.28	13:00:00	1.18154	1.18192	1.18087	1.18092	1285	0	0
2021.07.28	13:30:00	1.18092	1.18095	1.18015	1.18043	1180	0	0
2021.07.28	14:00:00	1.18044	1.18082	1.17995	1.18017	1229	0	0
2021.07.28	14:30:00	1.18017	1.18123	1.18014	1.18100	1583	0	0
2021.07.28	15:00:00	1.18100	1.18110	1.17993	1.17999	1343	0	0
2021.07.28	15:30:00	1.17998	1.17999	1.17918	1.17988	1747	0	0
2021.07.28	16:00:00	1.17989	1.18038	1.17912	1.17952	1935	0	0
2021.07.28	16:30:00	1.17952	1.17976	1.17833	1.17865	2214	0	0
2021.07.28	17:00:00	1.17865	1.17967	1.17849	1.17913	2149	0	0
2021.07.28	17:30:00	1.17913	1.18052	1.17897	1.17996	2083	0	0
2021.07.28	18:00:00	1.17997	1.18088	1.17975	1.18071	1919	0	0
2021.07.28	18:30:00	1.18067	1.18115	1.18055	1.18093	1438	0	0
2021.07.28	19:00:00	1.18092	1.18148	1.18068	1.18114	1241	0	0
2021.07.28	19:30:00	1.18113	1.18160	1.18113	1.18145	872	0	0
2021.07.28	20:00:00	1.18145	1.18183	1.18139	1.18140	783	0	0
2021.07.28	20:30:00	1.18141	1.18142	1.18105	1.18118	1098	0	0
2021.07.28	21:00:00	1.18117	1.18162	1.17721	1.18147	6081	0	0
2021.07.28	21:30:00	1.18146	1.18430	1.17971	1.18384	6790	0	0
2021.07.28	22:00:00	1.18386	1.18447	1.18304	1.18445	3462	0	0
2021.07.28	22:30:00	1.18443	1.18491	1.18406	1.18475	2068	0	0
2021.07.28	23:00:00	1.18474	1.18494	1.18445	1.18482	672	0	0
2021.07.28	23:30:00	1.18482	1.18488	1.18421	1.18441	702	0	0
2021.07.29	00:00:00	1.18431	1.18448	1.18418	1.18426	170	0	10
2021.07.29	00:30:00	1.18441	1.18453	1.18402	1.18440	464	0	7
2021.07.29	01:00:00	1.18440	1.18461	1.18435	1.18445	470	0	0
2021.07.29	01:30:00	1.18445	1.18454	1.18426	1.18447	209	0	0
2021.07.29	02:00:00	1.18444	1.18470	1.18435	1.18468	422	0	0
2021.07.29	02:30:00	1.18468	1.18468	1.18432	1.18456	382	0	0
2021.07.29	03:00:00	1.18456	1.18469	1.18419	1.18434	574	0	0
2021.07.29	03:30:00	1.18435	1.18455	1.18407	1.18435	638	0	0
2021.07.29	04:00:00	1.18435	1.18468	1.18418	1.18455	1221	0	0
2021.07.29	04:30:00	1.18454	1.18498	1.18442	1.18495	1219	0	0
2021.07.29	05:00:00	1.18494	1.18505	1.18464	1.18490	693	0	0
2021.07.29	05:30:00	1.18491	1.18575	1.18489	1.18546	1367	0	0
2021.07.29	06:00:00	1.18545	1.18580	1.18508	1.18526	817	0	0
2021.07.29	06:30:00	1.18526	1.18558	1.18523	1.18543	689	0	0
2021.07.29	07:00:00	1.18542	1.18570	1.18534	1.18563	401	0	0
2021.07.29	07:30:00	1.18556	1.18588	1.18545	1.18564	407	0	0
2021.07.29	08:00:00	1.18564	1.18588	1.18550	1.18578	590	0	0
2021.07.29	08:30:00	1.18578	1.18597	1.18546	1.18556	798	0	0
2021.07.29	09:00:00	1.18557	1.18635	1.18531	1.18570	1719	0	0
2021.07.29	09:30:00	1.18570	1.18604	1.18503	1.18524	1531	0	0
2021.07.29	10:00:00	1.18525	1.18699	1.18519	1.18691	1926	0	0
2021.07.29	10:30:00	1.18692	1.18697	1.18619	1.18683	1508	0	0
2021.07.29	11:00:00	1.18683	1.18751	1.18646	1.18712	1560	0	0
2021.07.29	11:30:00	1.18714	1.18796	1.18707	1.18766	1411	0	0
2021.07.29	12:00:00	1.18767	1.18779	1.18694	1.18747	1206	0	0
2021.07.29	12:30:00	1.18747	1.18755	1.18703	1.18744	955	0	0
2021.07.29	13:00:00	1.18743	1.18801	1.18730	1.18769	954	0	0
2021.07.29	13:30:00	1.18769	1.18775	1.18724	1.18752	998	0	0
2021.07.29	14:00:00	1.18755	1.18768	1.18714	1.18767	1003	0	0
2021.07.29	14:30:00	1.18765	1.18768	1.18700	1.18714	1175	0	0
2021.07.29	15:00:00	1.18718	1.18765	1.18709	1.18724	1221	0	0
2021.07.29	15:30:00	1.18724	1.18852	1.18724	1.18842	2754	0	0
2021.07.29	16:00:00	1.18842	1.18851	1.18759	1.18795	1865	0	0
2021.07.29	16:30:00	1.18795	1.18849	1.18759	1.18846	2056	0	0
2021.07.29	17:00:00	1.18847	1.18892	1.18771	1.18860	1945	0	0
2021.07.29	17:30:00	1.18859	1.18892	1.18801	1.18857	2034	0	0
2021.07.29	18:00:00	1.18857	1.18910	1.18817	1.18865	1595	0	0
2021.07.29	18:30:00	1.18864	1.18896	1.18828	1.18857	1189	0	0
2021.07.29	19:00:00	1.18858	1.18861	1.18808	1.18820	896	0	0
2021.07.29	19:30:00	1.18821	1.18850	1.18784	1.18846	696	0	0
2021.07.29	20:00:00	1.18846	1.18867	1.18800	1.18858	1127	0	0
2021.07.29	20:30:00	1.18858	1.18876	1.18852	1.18869	582	0	0
