time,O,H,L,C,volume,Diff_CO,Growing
2002-05-07T17:00:00.000000000Z,1.58845,1.58845,1.58845,1.58845,1.0,0.0,1
2002-05-08T17:00:00.000000000Z,1.60955,1.60955,1.60955,1.60955,1.0,0.0,1
2002-05-09T17:00:00.000000000Z,1.59785,1.59785,1.59785,1.59785,1.0,0.0,1
2002-05-10T17:00:00.000000000Z,1.5912,1.5912,1.5912,1.5912,1.0,0.0,1
2002-05-10T21:00:00.000000000Z,1.5912,1.5912,1.5912,1.5912,1.0,0.0,1
2002-05-13T17:00:00.000000000Z,1.596,1.596,1.596,1.596,1.0,0.0,1
2002-05-14T17:00:00.000000000Z,1.6145,1.6145,1.6145,1.6145,1.0,0.0,1
2002-05-15T17:00:00.000000000Z,1.595,1.595,1.595,1.595,1.0,0.0,1
2002-05-16T17:00:00.000000000Z,1.5974,1.5974,1.5974,1.5974,1.0,0.0,1
2002-05-17T17:00:00.000000000Z,1.5803,1.5803,1.5803,1.5803,1.0,0.0,1
2002-05-17T21:00:00.000000000Z,1.5811,1.5811,1.5811,1.5811,1.0,0.0,1
2002-05-19T01:00:00.000000000Z,1.5811,1.5811,1.5811,1.5811,1.0,0.0,1
2002-05-20T17:00:00.000000000Z,1.5774,1.5774,1.5774,1.5774,1.0,0.0,1
2002-05-21T17:00:00.000000000Z,1.5773,1.5773,1.5773,1.5773,1.0,0.0,1
2002-05-22T17:00:00.000000000Z,1.5693,1.5693,1.5693,1.5693,1.0,0.0,1
2002-05-23T17:00:00.000000000Z,1.5782,1.5782,1.5782,1.5782,1.0,0.0,1
2002-05-26T17:00:00.000000000Z,1.5826,1.5826,1.5826,1.5826,1.0,0.0,1
2002-05-27T17:00:00.000000000Z,1.58245,1.58245,1.58245,1.58245,1.0,0.0,1
2002-05-28T17:00:00.000000000Z,1.5739,1.5739,1.5739,1.5739,1.0,0.0,1
2002-05-29T17:00:00.000000000Z,1.5685,1.5685,1.5685,1.5685,1.0,0.0,1
