time,O,H,L,C,volume,Diff_CO,Growing
2002-05-08T09:00:00.000000000Z,1.57005,1.57005,1.57005,1.57005,1.0,0.0,1
2002-05-09T09:00:00.000000000Z,1.56525,1.56525,1.56525,1.56525,1.0,0.0,1
2002-05-10T09:00:00.000000000Z,1.5585,1.5585,1.5585,1.5585,1.0,0.0,1
2002-05-10T21:00:00.000000000Z,1.5585,1.5585,1.5585,1.5585,1.0,0.0,1
2002-05-13T09:00:00.000000000Z,1.55395,1.55395,1.55395,1.55395,1.0,0.0,1
2002-05-14T09:00:00.000000000Z,1.5582,1.5582,1.5582,1.5582,1.0,0.0,1
2002-05-15T09:00:00.000000000Z,1.5573,1.5573,1.5573,1.5573,1.0,0.0,1
2002-05-16T09:00:00.000000000Z,1.5547,1.5547,1.5547,1.5547,1.0,0.0,1
2002-05-19T09:00:00.000000000Z,1.5465,1.5465,1.5465,1.5465,1.0,0.0,1
2002-05-20T09:00:00.000000000Z,1.5427,1.5427,1.5427,1.5427,1.0,0.0,1
2002-05-21T09:00:00.000000000Z,1.53725,1.53725,1.53725,1.53725,1.0,0.0,1
2002-05-22T09:00:00.000000000Z,1.53185,1.53185,1.53185,1.53185,1.0,0.0,1
2002-05-23T09:00:00.000000000Z,1.536,1.536,1.536,1.536,1.0,0.0,1
2002-05-24T09:00:00.000000000Z,1.533,1.533,1.533,1.533,1.0,0.0,1
2002-05-24T21:00:00.000000000Z,1.5329,1.5329,1.5329,1.5329,1.0,0.0,1
2002-05-27T09:00:00.000000000Z,1.5334,1.5334,1.5334,1.5334,1.0,0.0,1
2002-05-28T09:00:00.000000000Z,1.5307,1.5307,1.5307,1.5307,1.0,0.0,1
2002-05-29T09:00:00.000000000Z,1.5349,1.5349,1.5349,1.5349,1.0,0.0,1
2002-05-30T09:00:00.000000000Z,1.5347,1.5347,1.5347,1.5347,1.0,0.0,1
2002-05-31T09:00:00.000000000Z,1.5282,1.5282,1.5282,1.5282,1.0,0.0,1
2002-06-02T09:00:00.000000000Z,1.5368,1.5368,1.5368,1.5368,1.0,0.0,1
2002-06-03T09:00:00.000000000Z,1.52715,1.52715,1.52715,1.52715,1.0,0.0,1
2002-06-04T09:00:00.000000000Z,1.53165,1.53165,1.53165,1.53165,1.0,0.0,1
2002-06-05T09:00:00.000000000Z,1.53175,1.53175,1.53175,1.53175,1.0,0.0,1
2002-06-06T09:00:00.000000000Z,1.53325,1.53325,1.53325,1.53325,1.0,0.0,1
2002-06-09T09:00:00.000000000Z,1.5329,1.5329,1.5329,1.5329,1.0,0.0,1
2002-06-10T09:00:00.000000000Z,1.53945,1.53945,1.53945,1.53945,1.0,0.0,1
2002-06-11T09:00:00.000000000Z,1.53595,1.53595,1.53595,1.53595,1.0,0.0,1
2002-06-12T09:00:00.000000000Z,1.53535,1.53535,1.53535,1.53535,1.0,0.0,1
2002-06-13T09:00:00.000000000Z,1.53985,1.53985,1.53985,1.53985,1.0,0.0,1
2002-06-14T09:00:00.000000000Z,1.5467,1.5467,1.5467,1.5467,1.0,0.0,1
2002-06-16T09:00:00.000000000Z,1.5464,1.5464,1.5464,1.5464,1.0,0.0,1
2002-06-17T09:00:00.000000000Z,1.54635,1.54635,1.54635,1.54635,1.0,0.0,1
2002-06-18T09:00:00.000000000Z,1.5456,1.5456,1.5456,1.5456,1.0,0.0,1
2002-06-19T09:00:00.000000000Z,1.5407,1.5407,1.5407,1.5407,1.0,0.0,1
2002-06-20T09:00:00.000000000Z,1.5279,1.5279,1.5279,1.5279,1.0,0.0,1
2002-06-21T09:00:00.000000000Z,1.5204,1.5204,1.5204,1.5204,1.0,0.0,1
2002-06-21T21:00:00.000000000Z,1.5209,1.5209,1.5209,1.5209,1.0,0.0,1
2002-06-24T09:00:00.000000000Z,1.52065,1.52065,1.52065,1.52065,1.0,0.0,1
2002-06-25T09:00:00.000000000Z,1.51505,1.51505,1.51505,1.51505,1.0,0.0,1
2002-06-26T09:00:00.000000000Z,1.51885,1.51885,1.51885,1.51885,1.0,0.0,1
2002-06-27T09:00:00.000000000Z,1.51065,1.51065,1.51065,1.51065,1.0,0.0,1
2002-06-28T09:00:00.000000000Z,1.5188,1.5188,1.5188,1.5188,1.0,0.0,1
2002-06-28T21:00:00.000000000Z,1.5188,1.5188,1.5188,1.5188,1.0,0.0,1
2002-07-01T09:00:00.000000000Z,1.51635,1.51635,1.51635,1.51635,1.0,0.0,1
2002-07-02T09:00:00.000000000Z,1.52665,1.52665,1.52665,1.52665,1.0,0.0,1
2002-07-03T09:00:00.000000000Z,1.5314,1.5314,1.5314,1.5314,1.0,0.0,1
2002-07-04T09:00:00.000000000Z,1.52785,1.52785,1.52785,1.52785,1.0,0.0,1
2002-07-05T09:00:00.000000000Z,1.5224,1.5224,1.5224,1.5224,1.0,0.0,1
2002-07-05T21:00:00.000000000Z,1.5225,1.5225,1.5225,1.5225,1.0,0.0,1
2002-07-08T09:00:00.000000000Z,1.52355,1.52355,1.52355,1.52355,1.0,0.0,1
2002-07-09T09:00:00.000000000Z,1.51195,1.51195,1.51195,1.51195,1.0,0.0,1
2002-07-10T09:00:00.000000000Z,1.52025,1.52025,1.52025,1.52025,1.0,0.0,1
2002-07-11T09:00:00.000000000Z,1.52545,1.52545,1.52545,1.52545,1.0,0.0,1
2002-07-12T09:00:00.000000000Z,1.5335,1.5335,1.5335,1.5335,1.0,0.0,1
2002-07-12T21:00:00.000000000Z,1.5331,1.5331,1.5331,1.5331,1.0,0.0,1
2002-07-15T09:00:00.000000000Z,1.53875,1.53875,1.53875,1.53875,1.0,0.0,1
2002-07-16T09:00:00.000000000Z,1.53895,1.53895,1.53895,1.53895,1.0,0.0,1
2002-07-17T09:00:00.000000000Z,1.53975,1.53975,1.53975,1.53975,1.0,0.0,1
2002-07-18T09:00:00.000000000Z,1.5449,1.5449,1.5449,1.5449,1.0,0.0,1
2002-07-19T09:00:00.000000000Z,1.543,1.543,1.543,1.543,1.0,0.0,1
2002-07-21T09:00:00.000000000Z,1.5431,1.5431,1.5431,1.5431,1.0,0.0,1
2002-07-22T09:00:00.000000000Z,1.56495,1.56495,1.56495,1.56495,1.0,0.0,1
2002-07-23T09:00:00.000000000Z,1.5837,1.5837,1.5837,1.5837,1.0,0.0,1
2002-07-24T09:00:00.000000000Z,1.56305,1.56305,1.56305,1.56305,1.0,0.0,1
2002-07-25T09:00:00.000000000Z,1.5684,1.5684,1.5684,1.5684,1.0,0.0,1
2002-07-26T09:00:00.000000000Z,1.5865,1.5865,1.5865,1.5865,1.0,0.0,1
2002-07-26T21:00:00.000000000Z,1.5862,1.5862,1.5862,1.5862,1.0,0.0,1
2002-07-27T21:00:00.000000000Z,1.5862,1.5862,1.5862,1.5862,1.0,0.0,1
2002-07-29T09:00:00.000000000Z,1.5724,1.5724,1.5724,1.5724,1.0,0.0,1
2002-07-30T09:00:00.000000000Z,1.5752,1.5752,1.5752,1.5752,1.0,0.0,1
2002-07-31T09:00:00.000000000Z,1.584,1.584,1.584,1.584,1.0,0.0,1
2002-08-01T09:00:00.000000000Z,1.59055,1.59055,1.59055,1.59055,1.0,0.0,1
2002-08-02T09:00:00.000000000Z,1.5847,1.5847,1.5847,1.5847,1.0,0.0,1
2002-08-02T21:00:00.000000000Z,1.5838,1.5838,1.5838,1.5838,1.0,0.0,1
2002-08-05T09:00:00.000000000Z,1.59635,1.59635,1.59635,1.59635,1.0,0.0,1
2002-08-06T09:00:00.000000000Z,1.58415,1.58415,1.58415,1.58415,1.0,0.0,1
